date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:25:10	819/819	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Mar%202026%2021:25:11%20GMT	https://informacoesconfirmadas.shop/css2-2?family=Inter:wght@400;500;600;700;800&display=swap	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/css2-23585	(from https://informacoesconfirmadas.shop/recebor.html?)
18:25:10	938144/938144	---M--	200	added ('OK')	image/png	etag:%22e50a0-64b0e99400940%22	https://informacoesconfirmadas.shop/053Pbb0T/image-2.png	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/053Pbb0T/image-2.png	(from https://informacoesconfirmadas.shop/recebor.html?)
18:25:10	940358/940358	---M--	200	added ('OK')	image/png	etag:%22e5946-64b0e99400940%22	https://informacoesconfirmadas.shop/MG1K2RMB/MOTORISTA-1.png	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/MG1K2RMB/MOTORISTA-1.png	(from https://informacoesconfirmadas.shop/recebor.html?)
18:25:11	14404/14404	---M--	200	added ('OK')	image/png	etag:%223844-64b0e99400940%22	https://informacoesconfirmadas.shop/fluent/512/pix.png	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/fluent/512/pix.png	(from https://informacoesconfirmadas.shop/recebor.html?)
18:25:11	42179/42179	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Feb%202026%2000:52:13%20GMT	https://informacoesconfirmadas.shop/entrega.html?	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/entregad41d.html	(from https://informacoesconfirmadas.shop/recebor.html?)
18:25:11	819/819	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Mar%202026%2021:25:12%20GMT	https://informacoesconfirmadas.shop/scripts/utms/latest-3.js	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/scripts/utms/latest-3.js	(from https://informacoesconfirmadas.shop/entrega.html?)
18:25:12	819/819	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Mar%202026%2021:25:12%20GMT	https://informacoesconfirmadas.shop/css2-3?family=Inter:wght@400;500;600;700;800&display=swap	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/css2-33585	(from https://informacoesconfirmadas.shop/entrega.html?)
18:25:12	938144/938144	---M--	200	added ('OK')	image/png	etag:%22e50a0-64b0e99400940%22	https://informacoesconfirmadas.shop/053Pbb0T/image-3.png	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/053Pbb0T/image-3.png	(from https://informacoesconfirmadas.shop/entrega.html?)
18:25:12	940358/940358	---M--	200	added ('OK')	image/png	etag:%22e5946-64b0e99400940%22	https://informacoesconfirmadas.shop/MG1K2RMB/MOTORISTA-2.png	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/MG1K2RMB/MOTORISTA-2.png	(from https://informacoesconfirmadas.shop/entrega.html?)
18:25:12	717246/717246	---M--	200	added ('OK')	image/png	etag:%22af1be-64b0e99400940%22	https://informacoesconfirmadas.shop/J49Lr0WZ/ROUPA.png	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/J49Lr0WZ/ROUPA.png	(from https://informacoesconfirmadas.shop/entrega.html?)
18:25:13	37955/37955	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Feb%202026%2000:52:13%20GMT	https://informacoesconfirmadas.shop/finalizacao.html?	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/finalizacaod41d.html	(from https://informacoesconfirmadas.shop/entrega.html?)
18:25:13	819/819	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Mar%202026%2021:25:13%20GMT	https://informacoesconfirmadas.shop/scripts/utms/latest-4.js	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/scripts/utms/latest-4.js	(from https://informacoesconfirmadas.shop/finalizacao.html?)
18:25:13	819/819	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Mar%202026%2021:25:14%20GMT	https://informacoesconfirmadas.shop/css2-4?family=Inter:wght@400;500;600;700;800&display=swap	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/css2-43585	(from https://informacoesconfirmadas.shop/finalizacao.html?)
18:25:13	938144/938144	---M--	200	added ('OK')	image/png	etag:%22e50a0-64b0e99400940%22	https://informacoesconfirmadas.shop/053Pbb0T/image-4.png	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/053Pbb0T/image-4.png	(from https://informacoesconfirmadas.shop/finalizacao.html?)
18:25:13	940358/940358	---M--	200	added ('OK')	image/png	etag:%22e5946-64b0e99400940%22	https://informacoesconfirmadas.shop/MG1K2RMB/MOTORISTA-3.png	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/MG1K2RMB/MOTORISTA-3.png	(from https://informacoesconfirmadas.shop/finalizacao.html?)
18:25:14	717246/717246	---M--	200	added ('OK')	image/png	etag:%22af1be-64b0e99400940%22	https://informacoesconfirmadas.shop/J49Lr0WZ/ROUPA-1.png	C:/My%20Web%20Sites/ML%20Entregadores/informacoesconfirmadas.shop/J49Lr0WZ/ROUPA-1.png	(from https://informacoesconfirmadas.shop/finalizacao.html?)
